"","com","sum.neg.matches.","sum.pos.matches.","score","total","pos.per","neg.per"
"102","Make sure monitor is 100% off, not in sleep mode.  Turn on PC and wait 20 seconds then power up monitor.  Works every time!!!Love monitor for gaming, much more detailed than 144Hz I used to have.  Worth every penny!!!!!",0,2,2,2,100,0
"103","This is a nice monitor until the pixels start breaking.  My monitor is about 3 months old and already I have a bright pixel that is stuck.Asus knows full well their monitors will fail and even have a chart showing exactly when they will decide to take responsibility for it.  Predictably, my single bright pixel is not ""broken enough"" for them to really care.  So here I am waiting for pixels to die in order to replace it, or I have to pay a hefty fee to ship and service it.I would sooner burn my PC and switch to Mac than put another ASUS product into it.EDIT:  I sent my monitor in for service and received a replacement that also has dead pixels.  It took all of 30 seconds for me to find it making me wonder if anyone at Asus even looked at it.",7,6,-1,13,46.1538461538462,53.8461538461538
"104","Although this is for for designing, I used this monitor for gaming. And holy balls.... I can't believe the resolution. It's been 3 months now since my build and I still can't get over how beautiful this monitor is.",0,2,2,2,100,0
"105","I use this monitor for photo editing.  The picture quality and color balance both look good - while it works.My first monitor developed a problem after about 6 months.  It reached the point where it would only recognize the HDMI signal after multiple resets.  All of the other inputs seemed to work correctly.  (Tested with multiple computers and multiple cables.)I contacted Asus support and spent 15 minutes going through the usual scripted questions.  At the end of that the HD technician said that I should send the monitor in and they'd send out a replacement.  Since I didn't have the original box to ship it in, I pointed out that this monitor includes their  ""VIP"" support which includes advance shipment.  The tech stated that that only applies if they have one available (not what it says in the docs) and that he would check on it.  He put me on ""hold"" - which is to say he terminated my call.I called back and got a different tech.  Went through the same process, got the same disclaimer.  This time he put me on hold to check and see if there was a monitor available for advance replacement.  10 minutes later he came back and said that there was not a monitor available.I asked to speak to a supervisor.  About 15 minutes later he came back and said that there was still no supervisor available but that they had found a monitor to ship me.  After I provided my info again, he arranged shipment (though they put a hold on my credit card equal to the retail price of the monitor).The monitor showed up promptly with return shipping (prepaid) provided. (They did promptly release the hold on my CC when they received the faulty monitor.)About 3 hours after I plugged in the replacement monitor I heard a fairly loud ""pop"" from the back left side of the monitor.  The screen went blank and then returned a few seconds later.  Since that time, I've used the monitor for 30-40 hours without issues.  Yesterday it popped again, and once again the screen went blank for several seconds.I'm going to have to contact their support again and presumably go through all of that hassle again.As an IT manager, I know that support is just as important as product quality.  Unfortunately Asus seems not to have learned this lesson yet.",6,14,8,20,70,30
"106","Pro'sLooks beautifulPerfect sizeThe closer you get, the better it looksEndlessly adjustableConsAfter about a year, it's having frequent visible and audible popping and crackling, going black for a few seconds, occasionally turning to static.  It's frightening but doesn't affect the monitor's operation.  Yet.",2,2,0,4,50,50
"107","Bought this to be the second monitor next to my excellent ASUS ProArt 24"" but the whites on this monitor appear a bit yellow compared to the ProArt so I returned it. I'm not sure if it's a defect in the whiteness ability of the screen but I spent hours trying to match the colors between the 2 screens and gave up and returned this unit. How hard can it be to produce a white, white? To be fair, if you bought 2 or 3 of these PB238Q's you would probably be happy but mixing with a better monitor shows you the limitations real fast. Now I've ordered a factory refurbished ProArt. Hopefully it's colors match the one I bought last year.",3,5,2,8,62.5,37.5
"108","No dead pixels, No QC anomalies. 75Hz runs perfect. This is an exceptional monitor! I'm so glad I didn't go for an IPS panel. Great response time, great contrast, and calibrates very well indeed. Check out Tomshardware's review for their analysis of it. This is perfect for gaming and productivity. I will not need another monitor for many years to come. Recommended!!",1,8,7,9,88.8888888888889,11.1111111111111
"109","I bought 3 of these for my workstation. The one question I get asked about these is about them being TN instead of IPS. To be honest, they're mostly stationary on my desk (they're on arms so I can move them but usually I don't). I'm always viewing them from the same angle, so I don't notice at all. They look fantastic.I'm running Fedora 22 and with the included cables they were detected out of the box and running at 3840x2160 @ 60 Hz.Very fast response time (benefit of TN). I was considering a couple of the Samsung TN displays as well but this one was less expensive and had a VESA mount while the Samsung models didn't. That was a deal breaker for me with the Samsung's. I'm glad I went with this monitor.These were an upgrade for me from three 28"" 1920x1200 displays. I'm amazed, I love 4k. I'm not scaling it at all and even though I don't have the best vision I can read almost everything. It took me a few hours to get used to it, but now I can read almost everything without increasing any DPI settings.I'm also not an artist, so most colors look the same to me anyways, but it seems like they do a great job of representing colors. I'm very happy with them, and I think most users who aren't professional art designers would be as well.I'm an engineer and I do CAD work and programming primarily with these. It's amazing how much more space I have to work with at 4k and how much more I can get done by not having to ration space that I can see. Can't recommend them enough.",1,16,15,17,94.1176470588235,5.88235294117647
"110","Not Happy at all. I own this monitor since February 8, 2015 today is December 9, 2015. In last couple months I started to have dead pixels all over the screen. I end it up with about 60 - 70 dead pixels especially on the right side of the screen.I contacted the support service (email only, no phone support available!) with my problem and after few email I received my RMA number. Unfortunately if you have only one monitor you are screwed. You can go and buy replacement or if you have a good friend you can borrow a monitor (good luck with that), otherwise you wont be able to use your computer for about 2 weeks. Nice!So I send it to them, 2second day delivery in ORIGINAL box the monitor came in (cost me $65, nonrefundable) and they got it. No email from them that they have it and working on fixing the problem. I waited 5 days and finally send them email and asked whats going on, and the reply with shipping information. BTW it takes always 24 hours for any reply from them!.Anyway I got it back after 5 days of shipping (something what should have been overnight-ed or second day shipping!) It came in different BOX! So I don't have my original box anymore! Looks like the monitor is fixed and its working as it should BUT the sides and top of my monitor are scratched up now from their rapier!So thank you ASUS you have fixed my monitor and in process you have lost my original box, damaged my monitor and reduced the resale value of my property. Good JOB!Having problem under one year of use -1 starNo phone support -1 starBad system on fixing monitors -1 starUnprofessional service -1starNot receiving my original box back -1starSlow shipping -1starLook this is good monitor. But you better hope you don't have any problems with it or you will be pissed of as I am. I hope other people had much better experience with them then I did.Will I recommend it now? NOWill I buy another Asus? NOBut that is just my preference now from experience with them.",11,17,6,28,60.7142857142857,39.2857142857143
"111","These displays are quite nice, colors look good and overall image quality is very nice. They also have a smaller bezel around the display which is nice. However ASUS doesn't seem to QC these panels very well. All of the displays which I have received, four as of writing this, two originally, have had some sort of defect. One of the first I ordered featured some dust and dirt with a bit of hair in between the panes. The replacement then had a grouping of dead pixels in the center of the display. And then the replacement for that also has a group of dead pixels in the center of the display.TL;DR I would steer clear of these displays till there is some improvement in the QC, especially for a display in this price range.",5,7,2,12,58.3333333333333,41.6666666666667
"112","I got this monitor because I was looking for a good value at this resolution level. Overall I would say it is a solid offering for the price. But there are a few things I am surprised to see in a nearly $400 purchase.When this item arrived, it was obvious that it was not new. On the unit there was a 2-3mm separation between the plastic of the front trim and the back of the unit, when every other corner of the monitor was sealed as expected with no gaps. To me it looked like the unit was dropped before. I was concerned this would lead to a backlight bleeding issue but haven't seen much bleeding so far.The HDMI cables in the box were indeed wrapped in plastic, but when I opened them, there were some dirty fingerprints on the metal parts of the connections. There were also fingerprints, smudges, and scratches on the back and front of the unit itself, even some scratches on the ASUS logo on the front. I could have bought this same item refurbished and saved $50, but I chose not to, since I heard about refurbished items having issues like this. But the item I got looked used anyway.",9,5,-4,14,35.7142857142857,64.2857142857143
"113","This is an excellent and somewhat unique display, and it perfectly suits my needs, at least until OLED displays are common and affordable.My requirements for a display, in order:-- Not IPS (IPS glow reduces perceived contrast, and seems inherent to that panel type)-- Not TN (inherently poor contrast, generally less color depth, and bad off axis view)-- 2K 1440p resolution, not 4K (to avoid GPU upgrade from my 970)-- less than 100 ppi, as Windows scaling is atrociousCons:-- 2 dead pixels (99.9999457% of pixels work)-- Some minimal ghosting in darker scenes of games and movies, but only the keen-eyed 144Hz users will notice.Contrast is king; literally the single most important factor when it comes to image quality, not just in displays but in all imaging technology. Camera lenses are valued for the contrast of the photos they produce, and I have never once wanted to see LESS range between the lightest and darkest parts of a scene. Do yourself a favor and always demand the greatest (static) contrast ratio possible.Also, if you play games, get this version of the AU Optronics 32"" AMVA panel, as it is the only one that runs at 75Hz, unless the risk of a couple of dead pixels (or more and having to RMA) really are a deal breaker for you. If so, buy the BenQ and trade less pixel response and less contrast for those 2 pixels so you can claim that you have a ""pixel perfect"" display.",8,8,0,16,50,50
"114","My first one star review sadly. This is why I'm writing this:Bought one first from Amazon Warehouse, refurbished. When it arrived it had a stuck blue line from top to bottom. Amazon kindly refunded my money. Decided to buy a new one instead. That one has been working fine for close to a year now.To keep things looking the same. I ordered another one bit more than a month ago. It arrived, checked, everything great. First the monitor started turning off for less than a second randomly. Now it is also making a weird popping sound when it goes black. I don't know if it is serious or not. But it is causing me a lot of stress thinking than it will die soon. It's barely new and I don't have the box anymore. Even if I had it, I would have to deal with Asus directly and since I don't live in the states shipping this thing is REALLY expensive.I'm just writing this so people know that there is something wrong with the quality of Asus monitors in general. A friend of mine has my exact monitor and in his case the DP port stopped working. Also 2 other friends bought different versions and for 1 the monitor came with a lot of stuck pixels, had to return it to amazon and bought a new one with no problems for now. Other friend of mine got 2 of the gaming versions and for one of the monitors the speakers stopped working.I wanted to trust Asus but I can't afford it.",9,7,-2,16,43.75,56.25
"115","Fantastic screen:[+] Base rotates left & right[+] Screen can tilt up & down[+] Screen slides up & down[+] Screen rotates 90 degrees (from landscape to portrait). Most people won't use this[+] Large, bright screen great for any task[+] HD resolutionI have no cons.",1,4,3,5,80,20
"116","I really love the monitor but I don't know if IPS was better or not... mystery to me. Yet, you'll love this anyway. 1440p is the new standard to me. No dead pixels with the one I got. Asus customer service though has a lot to learn from Amazon that has the best CS on the planet. I called them to ask some questions regarding this monitor and the dude on the phone barely spoke English, had no clue on how monitors worked and abruptly ended our convo while I was talking. Get better staff, Asus!",3,6,3,9,66.6666666666667,33.3333333333333
"117","I wanted to pick up a decent, inexpensive 4k screen for my son's computer.  He's been fiddling with mods and textures on some games with a mid range video card (r9 270x) and a planar 1080p monitor.  Its his art.  But the video card and 1080p were holding him back...not enough vram, not enough pixels.I picked up an overclocked 970 which is a wonderful card.  We haven't tried it out on the very latest super high res games but he's running the batman series (including arkham knight), skyrim, etc.  Arkham Knight chokes a little at the higher resolutions with everything turned on but he's still getting ~35-50fps most of the time.  But AK is glitchy and slow on the PC, hopefully they'll fix that this fall.After looking at 3 dozen monitors I picked this one.  There are a few monitors that routinely garner editors choice awards and best inexpensive 4k screen, and this is either picked as the best or another screen that uses the same panel as this wins.  I'm not one of those guys that buys $5000 tv's and $2000 computer monitors, I just want it to look good, not have stuck pixels, and not be fussy or break down.Well, it looks great out of the box.  I haven't calibrated it yet and I might not bother.  It has a huge window right behind it and we're not seeing any issues with a washed out or ugly display when its backlit by the sunlight.  The stand is extremely flexible, allowing tilt, raise and lower without screws or a lot of work, just pushing it around.One gotcha is that the screen won't do 4k@60hz unless you use displayport and change a setting in the monitor to use DP 1.2.  The default settings with the included displayport cable came up at 30hz until I made the change.  Google it, there are some videos and text instructions on how to get into the monitor menus and flip it from DP 1.1 to 1.2.Anyhow, I was a little pensive about some of these cheap 4k displays and I'm sure the ones that roll out next year with IPS panels and better pulldown and all that other video nerd stuff will be better.  But we like it, the price was right, and unless it dies on me in <2 years I don't feel disappointed at all.I had looked at this and the samsung (which doesn't have as good of a stand), along with some super cheap no-names and ended up with this one for quality (some cheapos had reports of dirt between the screen and coating) and price...it was about $25 cheaper than the samsung when I bought it and both use the same panel.",12,23,11,35,65.7142857142857,34.2857142857143
"118","Wonderful panel.  I am using dual GTX 970's to drive it, get very good frame rates.  55+ on the Witcher 3 maxed out with hairworks on.  Also, bought this in 2015 and did not have the black light bleed others seem to have.  Very good panel.  Would buy again.",1,3,2,4,75,25
"119","Fantastic monitor with minimal IPS bleed (at least for the product I received).  The display size is perfect for the resolution and has great response time for gaming.  Overall very satisfied with the purchase and love what I have in the dual stacked setup at the moment.",1,5,4,6,83.3333333333333,16.6666666666667
"120","Plug and Play, plain and simple. The Monitor wants to dominate your sound scheme from the start which is alright since you want to hear how the built in speakers work which is well. After I found that out I just went to sound properties in control panel and switched back to my 7.1 surround. The presets for different scenarios is quite handy, I use standard for watching tv else the flesh tones get too red on game mode or scenery mode. That takes a little playing with. No dead or bright pixels like some have said, not a blemish anywhere. I freaked for a few minutes when my hookup of choice (Display Port 1.2) only had a regular to regular cable when I needed regular to mini, but alas, I found an adapter that came with my Radeon 7950 so I was good to go. 2560x1440 was no question, just incredible! I needed more real estate for video/audio editing and photography and it gave me that compared to my ten year old 24"" 1920x1200. It shows me what my photos really look like, and showing before and after shots side by side is invaluable. I have not even tried to dabble with the sRGB mode yet, I'm just thrilled to not have Photoshop tell me that my monitor is not calibrated properly! One person was right about brightness, it comes out of the box at full brightness, I backed it down by 25%. Contrast is excellent but you may have to up the gamma in games. It was fun to have to go into video options in all my games to up the resolution to 2560x1440! And then to experience the difference in those high-end games just blows my mind! I much prefer 16:9 format rather than 16:10 on my old monitor. I give it 10 stars. Thanks for reading my review.",2,16,14,18,88.8888888888889,11.1111111111111
"121","I ordered the ASUS PB278Q for home because I had been using one at work and was impressed by the picture quality.  A couple of weeks after using the new monitor at home, I noticed that on occasion, the monitor would make an audible 'snap' sound and the picture would flash or go blank for two or three seconds, then come back.  When using for long periods of time, I noticed that the 'snap' would occur every two or three hours.I returned the monitor and received a replacement.  After using the replacement monitor for a while, noticed that it had the same problem.  I didn't immediately request to return the second monitor, and now I'm past the 30 days from when the original was shipped.  I hear that dealing with ASUS can be a hassle and am not looking forward to that.From what I've read, it sounds like the snapping sound could be caused by a bad capacitor in the power supply.  My work purchased dozens of these monitors and has not seen this problem, yet I've seen it with two in a row.  Makes me wonder if ASUS got a bad batch of capacitors...",5,6,1,11,54.5454545454545,45.4545454545455
"122","I ordered the ASUS PB287Q and when it arrived, I noticed a dead pixel in the bottom corner. Unhappy I submitted a replacement order and was pleased to receive a replacement panel very quickly - though to no avail. Once again there was a stuck blue pixel in the top left portion of the screen as well as having an almost hazy appearance. Frustrated I ordered another replacement, and called Amazon now that I was going to submit a replacement of a replacement. I was reassured that the process would proceed smoothly. When I received my third monitor, there once again were dead pixels to greet me. I requested a refund, which did not process until after delivery plus 4-5 days. All the while I was using a 1080p monitor on a GTX 1080. Thank God for Amazon's replacement/return process, I can only imagine how much worse and drawn out this could have been. For the price it would have been a good value. Other than the dead pixels the monitor would have been satisfactory. Quality control appears to be a real concern with this model. If you don't mind dead/stuck pixels on your ultra high definition panel, this is the panel for you.",9,8,-1,17,47.0588235294118,52.9411764705882
"123","My criticism of this monitor put simply: the back light bleeding on the product I received is simply unacceptable. On all four sides - massive amounts of bleed. We're talking somewhere in the vicinity of one inch causing an absolute ruckus with the black level. I'm not sure whether ASUS provides replacements for this problem at this time, but I am knocking off two stars solely for this. Otherwise, it is an excellent monitor.",5,1,-4,6,16.6666666666667,83.3333333333333
"124","I purchased this monitor for use with my 2015 Razer Blade 14"" laptop. The monitor has a great, clean design with solid picture clarity and color accuracy (I'd give it a 9/10). Games look fantastic as well.  I know some reviews have been hit-or-miss as it relates to product quality (dead pixels, color issues, etc.), but mine came flawless. On a technical note - my Razer has a 1.4a HDMI output (GTX 970m GPU) and I am getting 60hz at this monitor's max resolution (2560 x 1440). I knew I would not get 60hz with a 4k display as my Razer is not equipped with a mini DisplayPort or HDMI 2.0, so this was my next best option. If you have a GPU equipped with a higher bandwidth output, I would upgrade to the PB287Q instead. But overall I would say this monitor is great value. You won't be disappointed.",3,9,6,12,75,25
"125","I want to get straight to the point. The displayport problems are so annoying and frustrating, that I may just send this back and get a different monitor. I liked the idea of having an HDMI and DP monitor because that meant I could plug in my PC and my PS3/4 at the same time! Seemed simple in theory. The HDMI works perfectly! I have not yet found a single problem with HDMI. But the DP just REFUSES to work! I searched the internet for answers, and everyone said to just unplug the monitor and plug it back in. No dice. The next logical conclusion was to find the correct drivers. Well that makes sense, I thought. No dice. After contemplating throwing the monitor at a wall, I tried just one more reboot. And it freaking worked out of nowhere! As of yet I have no single idea why it has worked, and I'm far too afraid that if I turn off the computer it wont work again.+ 2560x1440 looks really nice with my HDMI- Displayport problems are a belt sander to my scrotumBuy at your own risk. I expect better for 400 dollars.",9,12,3,21,57.1428571428571,42.8571428571429
"126","Received this monitor from Amazon Warehouse Deals (Prime delivery included) as in ""very good"" condition with mostly notes about packing materials and boxing being damaged.  As far as I could tell, that was it--the actual monitor and parts were all as new--no cosmetic damage anywhere even on the screen (which did not have the usual removable protective film present).  Speaks highly of Amazon's internal processes dictating customer satisfaction.Initial set-up was simple and did not require any instructions. The rear panel connections are oddly positioned under a plastic piece that should come off but apparently does not--requiring you to navigate your cords with a flashlight, sight, and touch (most conveniently this odd piece of plastic  should flip up or simply not be there in the first place).  Once connected, the actual hold is sufficient--cords are going to stay in place.  Connecting the monitor via Display Port 1.2 (HDMI and DP cords both provided) to a single Nvidia GTX970 graphics card was simple. The power cord was shorter than my prior Asus monitor and as such would not reach my UPC power back-up on the floor.  Just another foot would have done it--however since this cord is standard--just using my old cord works fine.Turning it on and adjusting the resolution was simple via personalization and/or Windows 8.1 control panel. There was no need to look at the Nvidia control panel but for a verification that the proper connections had been made and that it was truly running at 60 Hz (which it was, plug and play except for screen resolution).  Then there was the matter of making icons bigger and getting the text leveled out for old eyes.  Control panel made quick work of the icons (had to set at 125% for me), and the Windows true text setting needed some adjustment--even then it took some time to get used to the way text is displayed.  It is different from my 1080 display.  Not liking the initial default screen settings I moved to ""game"" mode (with apparent increases in saturation and contrast).  Prior to testing a game, I made sure via the Nvidia control panel my drivers were up to date and games optimized.Nothing had changed for the game I was going to test -Borderlands 2--everything was still maxed out in 4K resolution.  Opening the game and changing the resolution to 4K showed gorgeous detail as expected.  Now Borderlands may not be the most graphic intensive game, but on previously used Nvidia GTX660, I did not like the performance with everything maxed out (some slow downs at times)--but with the newer Nvidia GTX970 I have run everything full tilt.  There were no perceivable changes in subjective frame rate playing Borderlands 2 maxed out at 4K resolution.  Stunning details and super clear.Nice adjustments on screen height and rotation are available... positive connections horizontal to vertical without being too hard (or too easy) to move about.  Up and down positioning was also straight forward.For the price (a tad over $500), via a Warehouse Deal, this monitor seems to me a great addition to my current set-up.  It is also encouraging me to jump for another GTX970 card just to see if any dramatic differences occur with SLI on any other games I may try.Four stars total: one star off of five for the shorter power cord and the odd piece of plastic requiring you to feel your way to connections.  Actual operation deserves a 5, so maybe 4.4 rounded down?I do love Asus, and this will be my third Asus monitor over the past decade--this pushes the really old (now third wheel) Dell of my desk to eBay!",7,17,10,24,70.8333333333333,29.1666666666667
"127","This an awesome monitor -- tons of screen space, excellent color, and completely plug-n-play with my MacBook Pro.  The stand is very solid and was a fast install.  In the box, there are DisplayPort, HDMI, audio, and power cables.  However, I did need to buy a DisplayPort to Mini-DisplayPort cable in order to connect with my MacBook -- I purchased the ""Cable Matters Gold Plated Mini DisplayPort (101007)"", which works great.",0,7,7,7,100,0
"128","A lot of desktop real estate is great if its clear.When you first get this monitor the text is very blurry and everything is small if you still have stock Windows 7/8 settings.You MUST follow the steps below.Too bad they don't tell you to do this from the factory. I imagine they've lost a lot of sales because of this.When you get this monitor MAKE SURE YOU:1. Make sure resolution is set to 4k (3840x2160).  Any other resolution (1440p etc...) will make the text look pixelated.2. Enable DisplayPort 1.2 in the monitor menu3. Set scaling to 150% via Windows Control Panel (or click ""Set Custom Text Size"" and set to 200% - your choice)Note - If you downsize your scaling, go to 100%, relogin, and then set it 150% and relogin. Otherwise menu font size will not rescale. (its a Windows 7 bug)4. Set VividPixel in the monitor menu to 25, Sharpness to 50 and ASCR to ON.After doing all those things, then and only then will you be able to enjoy this amazing screen.5. (Optional) set Splendid mode to Night View.Also, btw comes with DisplayPort 1.2 cable and no manual.  Use Google.",4,4,0,8,50,50
"129","I'll preface this by saying, yes I've seen some of the complaints about light bleed about this monitor. I can say I haven't experienced that at all. For me, this thing is an amazing 1440p monitor for gaming (mine is mounted on a stand with two other 1080p monitors flanking it). It is far crisper than my two 1080p monitors and much brighter. I'm in love with 1440p gaming. To me, this monitor is totally worth the investment.",2,5,3,7,71.4285714285714,28.5714285714286
"130","It has everything an awesome monitor should have. I got the monitor mainly for gaming, even though other gamers might not and go for gaming league monitors. For me, it was about being all-rounded and this monitor can turn in almost any direction, has so many connections, its an IPS monitor (I wasn't going to get any other type), and its speakers are pretty good (loud too). The sound isn't distorted or anything nor is it crunchy. I don't care that it doesn't have a webcam, I mean that would take the monitor in a different (office/home) direction. This monitor is for gaming, editing, movies, and day to day use. (Negative)> What really surprised me was that there was no audio OUT!!!. There is an Audio in and that's what I got mixed up in the complex search for a monitor. I wanted to connect my ps3 to the monitor and the monitor with my headphones. Now I'll have to get a female rca to female 3.55m connector. I was going to give this monitor a 4 star because of a lack of audio out, but that wouldn't give this monitor justice, so I'll stick with 5 stars.",5,3,-2,8,37.5,62.5
"131","Great monitor. Only missing feature at this price point is HDMI 2.0. Backlighting is even, haven't seen a single dead pixel. Viewing angles are great and stand is super adjustable (including 90 degree rotation). Buttons on the back are a pain but I rarely use them and once you get used to the placement it's not so bad.",3,4,1,7,57.1428571428571,42.8571428571429
"132","Beyond blew past my expectations, picture quality is the best I've ever seen on a monitor. It made my xbox one and ps4 look like i upgraded my graphics card. Great size for all kinds of multitasking and the adjustable stand is top notch. After i adjusted the settings to my likings i left the room and i came back and then i smiled with love, so sexy",0,8,8,8,100,0
"133","I was looking for a 23"" budget monitor with an IPS panel for working with photography and bought this several months ago. This fit the bill and then some. The color is vibrant and details are clear, and the matte finish keeps reflections in check. The unit is built very solid and is versatile in it's adjust-ability and connectivity. I've seen no light leakage whatsoever.Any cons are negligible at best and not worth mentioning. I don't see why people are comparing these to much higher priced monitors. Of course they might be better - they cost more!If you're looking for a decent IPS monitor on a budget - this is a great deal.",3,9,6,12,75,25
"134","July 29, 2014: After owning this monitor for a week, it developed a 2 or 3 inch vertical black line as if it had dead pixels. Rebooting usually fixed the problem for a while. It turns out that the problem is related to its interaction with my graphics card. Rebooting was really annoying, but there was another solution. Right clicking on the screen brings up a menu that shows the resolution. There is an advanced settings tab that allows you to change the color rendition. Click the Monitor tab. Change the rendition from true color to high color, but do not accept the change after the graphics card switches. The black streak will be gone for quite a while. This process takes about 30 seconds and seems to last for at least a week or two. Other than this minor annoyance, my review below still stands. Perhaps with other graphics cards, this flaw does not appear. The resolution, clarity, and color rendition of this monitor are great for pictures, games, and work.June 21 2014: The ASUS PB27HQ is probably one of the best monitors you can purchase at a very reasonable price. The monitor arrived without any flaws. Of course, this is day one, so I have no comments on durability. It's a 16:9 ratio monitor (2560:1440), which I usually dislike. But this one has enough pixels in the vertical direction, 1440, so that I can display a full page of text or graphics, which helps getting work done. At the same time, I get extra width to display multiple windows side-by-side. Image quality and out of the box color adjustment are excellent. Viewing and editing photographs produces beautiful results, especially at the high WQHD resolution.  Photo-bugs may want to tune it slightly, but I intend to leave this one at factory settings. All possible cables are supplied, even ancient VGA. I used the HDMI with perfect results. Set up is trivial. 1) Fasten the base, 2) Attach the power cord, 3) Select and attach the video cable to the computer. 4) push the power button (lower right corner), and 5) Select connection using the button just to the left of the power switch.  The display is very bright showing text and images that are really clear. Height adjustment, angle adjustment, and rotation are easy.",9,15,6,24,62.5,37.5
"135","This monitor seemed great to start.  Great size, no dead pixels, nice bright screen, physical(!!!) buttons.  And then...Terrible light bleed in the corners and halfway across the bottom of the monitor.  This is when the back light LED bleeds through, making the affected areas MUCH brighter, and basically useless on darker backgrounds.  This is a serious defect, which can't be fixed without taking it apart.  I really expected a lot better for the price.This is the 3rd defective monitor (the 2nd was also an ASUS model) I've had to return to Amazon in a few weeks.  I wish I had listened to that little voice in my head that kept saying ""don't buy your monitors online"".  No more buying major items like PC monitors from Amazon.Oh, and Amazon, unlike what you say in this product's description, IPS LIGHT BLEED IS ***NOT*** NORMAL!!!!!!  Also, IPS is definitely not a ""new technology"" - it has been around for almost 20 years!!!  You may want to make a few updates.",8,8,0,16,50,50
"136","There is a widely known issue that this monitor has issues connecting with your computer.  Sleep mode also causes the disconnect. So you are left to restart your computer and lose all your work and restarting still doesn't alleviate issue.  Will be contacting Asus for replacement or refund.  If they do not provide good customer service, no more Asus products for this guy.",4,3,-1,7,42.8571428571429,57.1428571428571
"137","First of all, and most importantly, this IS the ASUS PB278Qr version of the monitor with the little dots replacing the (IMHO) more useful icons in the older version.  Ordered 4-9-15, delivered 4-11-15.  It was a pleasant surprise to receive the newer model.I'd already done my research, and the monitor is everything that it claims to be.  I upgraded from an HD IPS panel, which served me well for years, and the difference is night and day.There is some AHVA glow in the corners, only visible on a black screen.  Considerably more than the IPS panel it replaced, but in fairness the panel it replaced was essentially glow-free.Zero ghosting or inverse ghosting that I can detect with the naked eye.  The IPS panel it replaced, either displayed a medium amount of ghosting, or a strong amount of inverse ghosting if overdrive was turned on.  I'll take the AHVA glow over the ghosting any day.Colors are perfectly even, top, bottom, left right.",5,11,6,16,68.75,31.25
"138","Occasionally, you come across a product that's so amazing that you just need to tell the world. That is how this monitor feels.It's the perfect size, it has great color, and it includes all the cables you could dream of. The monitor stand does not come preattached, but it attaches in an amazingly convenient way, and does not require any tools. The packaging is sturdy and it's got plenty of wiggle room, so damage during shipping should not be a concern. If you're looking for a large, high quality 1440p monitor then you don't really need to look much farther unless you want 21:9 or something curved.My only complaint would be that the speakers aren't very loud. They are loud enough, and they are decent quality, but no one really buys a monitor because they expect the speakers to be amazing. These are definitely good enough, but they probably earn about 7/10 points. My main gripe is that I really just wish they were louder.One selling point for me was also the 75Hz refresh rate, which was a very hard spec to track down. Windows will default to 60 when you connect it, but you just need to change your display adapter settings. It's easy enough.",7,14,7,21,66.6666666666667,33.3333333333333
